Id,SalePrice
2060,169618.86
2061,179683.22
2062,136425.6
2063,115860.76
2064,145591.27
2065,120731.086
2066,181411.47
2067,105821.7
2068,133395.3
2069,81649.65
2070,110731.164
2071,89538.81
2072,128201.62
2073,135055.02
2074,176790.72
2075,147358.89
2076,121193.03
2077,152795.33
2078,130088.54
2079,125674.01
2080,117953.22
2081,120356.15
2082,142938.42
2083,143563.55
2084,115573.18
2085,132576.05
2086,106440.74
2087,119786.766
2088,95414.58
2089,82145.46
2090,124689.586
2091,131449.4
2092,135830.62
2093,122915.586
2094,133432.38
2095,146022.27
2096,81500.5
2097,99694.945
2098,152421.4
2099,56475.17
2100,95153.234
2101,126580.2
2102,124858.47
2103,103968.63
2104,131857.56
2105,128376.53
2106,75639.96
2107,245880.36
2108,122593.625
2109,116730.62
2110,126950.305
2111,141011.62
2112,140115.33
2113,128919.8
2114,101663.46
2115,164746.48
2116,117204.95
2117,153305.56
2118,118399.78
2119,108527.445
2120,106933.79
2121,102660.7
2122,108890.69
2123,87949.83
2124,173540.12
2125,124627.39
2126,166910.67
2127,172258.1
2128,124631.55
2129,102895.555
2130,142510.5
2131,167647.36
2132,116712.9
2133,118337.445
2134,122867.35
2135,103476.41
2136,84461.0
2137,110129.29
2138,137477.45
2139,156159.25
2140,141737.58
2141,139553.02
2142,130906.055
2143,144158.62
2144,110917.984
2145,133811.1
2146,168033.25
2147,154374.55
2148,130433.336
2149,149836.7
2150,225525.83
2151,114800.484
2152,184749.95
2153,168130.6
2154,100778.0
2155,138249.52
2156,231814.5
2157,237916.86
2158,245288.73
2159,206594.25
2160,166272.0
2161,256145.36
2162,398964.6
2163,349636.9
2164,259713.98
2165,196285.89
2166,147249.17
2167,212644.77
2168,209253.36
2169,193912.75
2170,228086.78
2171,146676.22
2172,135564.69
2173,170109.81
2174,227131.92
2175,301353.5
2176,343264.56
2177,241281.88
2178,210242.44
2179,145742.12
2180,217898.08
2181,184374.58
2182,217430.98
2183,192753.97
2184,129945.414
2185,109499.375
2186,145165.52
2187,149843.31
2188,155895.3
2189,209758.42
2190,81481.086
2191,82165.73
2192,87739.12
2193,108615.57
2194,104246.1
2195,108582.47
2196,101811.98
2197,117480.0
2198,162831.44
2199,178629.3
2200,146256.64
2201,144642.56
2202,222282.92
2203,166976.8
2204,184331.02
2205,111085.125
2206,145054.14
2207,214476.34
2208,236313.75
2209,214034.86
2210,129112.875
2211,111956.99
2212,116403.67
2213,117852.875
2214,145623.67
2215,106214.664
2216,138283.16
2217,80505.38
2218,66538.234
2219,52047.53
2220,72486.25
2221,310221.78
2222,251094.4
2223,266145.1
2224,208365.11
2225,124689.86
2226,170197.92
2227,197540.5
2228,280097.06
2229,239873.42
2230,166751.19
2231,214941.06
2232,180260.03
2233,171554.92
2234,264684.2
2235,210246.31
2236,280130.78
2237,370056.4
2238,205823.66
2239,115883.1
2240,161019.88
2241,166750.92
2242,124926.82
2243,120599.16
2244,99656.81
2245,99060.33
2246,147880.05
2247,94706.445
2248,130862.445
2249,126542.09
2250,133424.83
2251,103220.51
2252,170151.92
2253,159637.69
2254,176461.14
2255,192262.39
2256,184680.72
2257,198563.73
2258,167964.14
2259,176774.0
2260,152411.42
2261,180769.31
2262,218162.06
2263,321040.72
2264,424709.62
2265,173318.05
2266,304475.44
2267,404457.28
2268,389444.47
2269,153222.94
2270,180413.17
2271,235139.81
2272,191939.38
2273,163604.14
2274,172890.4
2275,151902.36
2276,193865.48
2277,182936.64
2278,157341.45
2279,127091.3
2280,124170.01
2281,172833.78
2282,180569.34
2283,98310.7
2284,115331.05
2285,147582.53
2286,125825.89
2287,350612.3
2288,285706.78
2289,386400.38
2290,466562.34
2291,314680.72
2292,450075.12
2293,475715.88
2294,475214.2
2295,456233.22
2296,284024.66
2297,320253.06
2298,301756.2
2299,403620.7
2300,329339.25
2301,273082.6
2302,235904.17
2303,244193.55
2304,240272.64
2305,187511.53
2306,185968.45
2307,189179.97
2308,211836.94
2309,293374.22
2310,210796.64
2311,193184.1
2312,184486.61
2313,177963.61
2314,163566.9
2315,171361.47
2316,186667.53
2317,184759.7
2318,176556.69
2319,174035.75
2320,216102.7
2321,251456.3
2322,164846.81
2323,180809.27
2324,155690.66
2325,206910.6
2326,163377.4
2327,217496.92
2328,236735.97
2329,185484.42
2330,171671.28
2331,350524.5
2332,456965.38
2333,318310.66
2334,255392.1
2335,266288.62
2336,339425.72
2337,230976.23
2338,288054.7
2339,212445.56
2340,395252.84
2341,215001.94
2342,231999.16
2343,223300.36
2344,222688.44
2345,237284.92
2346,211645.94
2347,212545.72
2348,236768.77
2349,176890.56
2350,277575.75
2351,257136.78
2352,260335.8
2353,250473.33
2354,132095.73
2355,143092.22
2356,154415.1
2357,188874.2
2358,197250.64
2359,127496.375
2360,118767.26
2361,139907.16
2362,259290.03
2363,149597.61
2364,159993.05
2365,226665.67
2366,185467.39
2367,213834.81
2368,221250.66
2369,209611.77
2370,175722.67
2371,168497.64
2372,186138.16
2373,290270.3
2374,313043.2
2375,252367.06
2376,270240.0
2377,348518.38
2378,138549.8
2379,190926.75
2380,142215.61
2381,159517.92
2382,197121.94
2383,197188.61
2384,246260.12
2385,161462.47
2386,136881.66
2387,134863.89
2388,103624.086
2389,123639.81
2390,143283.42
2391,135672.7
2392,116834.29
2393,168217.23
2394,144728.0
2395,200071.31
2396,148849.77
2397,215048.61
2398,122286.64
2399,46285.5
2400,47700.95
2401,115580.94
2402,140382.27
2403,128237.69
2404,143071.97
2405,168042.89
2406,143086.77
2407,129761.74
2408,141256.34
2409,130875.14
2410,175791.98
2411,119499.945
2412,153516.16
2413,139147.08
2414,144263.3
2415,121146.414
2416,131364.34
2417,133380.97
2418,120900.016
2419,129714.516
2420,126657.766
2421,145069.83
2422,120516.055
2423,128695.586
2424,159621.9
2425,218940.69
2426,105256.914
2427,143608.4
2428,171208.27
2429,116772.1
2430,129718.3
2431,118166.42
2432,140405.98
2433,143984.2
2434,136383.25
2435,143346.64
2436,109109.625
2437,113535.77
2438,122363.96
2439,108097.32
2440,123295.12
2441,95911.48
2442,96826.12
2443,115674.766
2444,120953.41
2445,82617.445
2446,138008.7
2447,185612.1
2448,132231.12
2449,107948.53
2450,154333.1
2451,126586.67
2452,208032.58
2453,94497.91
2454,130513.03
2455,106621.31
2456,140700.48
2457,122744.734
2458,122950.63
2459,107872.0
2460,137491.19
2461,126643.67
2462,132765.17
2463,129237.47
2464,168912.33
2465,134066.64
2466,119654.086
2467,163253.98
2468,75443.91
2469,70311.61
2470,166517.66
2471,212996.45
2472,174236.47
2473,111630.73
2474,92395.9
2475,211388.53
2476,113857.36
2477,131725.56
2478,161300.83
2479,104458.81
2480,148781.89
2481,118201.664
2482,136762.12
2483,112541.89
2484,123461.27
2485,123068.13
2486,154697.56
2487,182425.89
2488,157499.62
2489,148252.55
2490,151105.39
2491,85668.25
2492,186971.48
2493,136851.8
2494,162074.67
2495,91783.07
2496,245086.5
2497,151800.9
2498,108500.12
2499,90941.95
2500,126577.16
2501,135135.73
2502,148542.55
2503,97529.305
2504,187589.88
2505,218141.77
2506,268469.5
2507,301434.47
2508,263362.2
2509,212961.27
2510,229894.17
2511,176549.97
2512,208504.89
2513,213884.64
2514,226448.48
2515,153958.08
2516,167705.75
2517,142008.53
2518,145742.06
2519,219479.72
2520,213382.08
2521,185596.53
2522,219955.44
2523,124067.82
2524,138713.02
2525,147775.4
2526,140893.02
2527,100203.28
2528,129423.6
2529,127525.164
2530,124782.3
2531,226806.48
2532,219052.98
2533,195503.1
2534,236231.39
2535,310146.03
2536,219993.06
2537,238673.34
2538,179101.9
2539,177711.2
2540,171646.48
2541,178097.73
2542,164334.12
2543,124463.34
2544,132463.56
2545,131666.27
2546,137890.84
2547,138600.66
2548,145288.27
2549,163845.45
2550,228203.44
2551,144336.23
2552,120409.766
2553,77312.07
2554,111507.28
2555,113603.65
2556,93686.98
2557,104218.89
2558,157682.22
2559,131191.16
2560,141331.83
2561,136282.06
2562,144403.38
2563,149001.6
2564,185587.56
2565,134532.52
2566,154200.34
2567,131196.17
2568,195979.0
2569,195126.14
2570,120421.34
2571,177481.56
2572,171567.44
2573,207792.75
2574,258389.11
2575,127997.51
2576,123315.5
2577,174550.61
2578,86270.12
2579,73976.4
2580,129740.414
2581,131464.83
2582,119247.25
2583,280193.72
2584,164774.77
2585,184516.55
2586,206831.3
2587,194217.92
2588,167068.22
2589,150547.84
2590,218849.34
2591,222584.67
2592,203946.83
2593,258371.55
2594,189668.2
2595,194430.55
2596,337466.2
2597,186438.88
2598,274556.4
2599,310926.6
2600,163282.81
2601,149913.83
2602,81735.22
2603,91118.04
2604,89032.85
2605,80370.78
2606,150544.06
2607,183380.89
2608,207798.9
2609,171785.6
2610,111756.33
2611,156901.92
2612,151991.66
2613,129744.04
2614,132053.83
2615,151943.12
2616,143286.52
2617,186550.45
2618,210285.64
2619,197939.61
2620,180051.11
2621,177053.25
2622,183662.78
2623,228046.97
2624,272869.8
2625,313616.38
2626,162026.72
2627,161270.08
2628,457905.34
2629,584629.56
2630,350492.34
2631,475786.03
2632,449397.56
2633,307610.34
2634,403860.3
2635,152892.53
2636,180454.0
2637,170970.22
2638,251552.9
2639,192787.9
2640,151980.3
2641,107739.266
2642,196736.08
2643,108007.32
2644,128782.94
2645,101053.695
2646,93983.82
2647,101561.125
2648,139554.89
2649,152828.1
2650,151408.2
2651,149481.56
2652,463195.16
2653,260094.75
2654,248285.36
2655,362391.28
2656,298304.47
2657,322172.16
2658,286782.5
2659,322443.7
2660,334822.47
2661,379280.03
2662,308667.06
2663,278714.22
2664,284905.5
2665,338084.1
2666,284502.12
2667,166993.14
2668,173417.11
2669,169864.67
2670,299062.06
2671,175988.52
2672,186771.02
2673,212885.16
2674,214036.6
2675,173855.67
2676,182072.56
2677,191993.31
2678,248813.34
2679,294471.03
2680,279337.6
2681,458365.66
2682,383416.4
2683,564856.9
2684,317077.25
2685,387783.06
2686,243085.38
2687,357771.7
2688,219485.03
2689,201889.22
2690,510119.12
2691,193816.72
2692,129215.03
2693,191106.31
2694,126856.83
2695,179866.8
2696,174466.67
2697,187862.14
2698,191926.06
2699,175437.75
2700,154264.03
2701,150759.12
2702,109165.09
2703,125200.055
2704,139498.47
2705,126125.125
2706,118943.02
2707,127788.125
2708,138163.94
2709,110982.56
2710,127155.98
2711,253522.6
2712,416527.12
2713,170170.97
2714,147464.55
2715,171827.83
2716,154495.89
2717,188662.02
2718,229263.03
2719,155669.02
2720,160912.7
2721,143876.08
2722,163647.44
2723,144127.34
2724,131496.69
2725,133321.95
2726,144587.84
2727,166641.81
2728,173587.72
2729,152434.1
2730,145037.62
2731,129704.35
2732,128295.375
2733,162960.31
2734,135458.42
2735,135482.14
2736,133573.17
2737,127227.61
2738,126215.45
2739,158040.53
2740,140752.55
2741,149244.84
2742,161882.7
2743,148191.88
2744,149621.28
2745,132311.78
2746,137933.48
2747,162971.92
2748,122262.39
2749,132870.78
2750,132544.69
2751,137475.55
2752,193343.94
2753,154360.44
2754,219367.31
2755,129789.375
2756,90397.23
2757,61224.977
2758,88154.586
2759,170627.33
2760,137071.12
2761,145358.03
2762,145133.94
2763,185806.8
2764,162153.3
2765,266634.75
2766,137139.8
2767,93476.49
2768,125155.51
2769,120024.13
2770,141519.64
2771,115764.195
2772,121755.0
2773,160348.38
2774,144100.05
2775,123830.17
2776,144976.08
2777,147801.44
2778,110769.836
2779,123647.71
2780,94458.99
2781,99183.78
2782,100617.44
2783,110307.16
2784,123957.48
2785,136471.75
2786,65775.6
2787,114550.016
2788,78740.51
2789,211831.9
2790,90434.52
2791,114493.36
2792,58323.504
2793,181891.22
2794,100408.836
2795,122159.086
2796,106939.23
2797,208597.64
2798,133541.7
2799,115394.25
2800,69610.734
2801,113100.42
2802,138373.34
2803,167963.31
2804,147564.22
2805,97518.91
2806,76917.01
2807,143053.92
2808,150627.75
2809,138727.17
2810,137265.98
2811,156635.33
2812,148444.2
2813,154597.4
2814,150388.78
2815,111643.42
2816,243509.61
2817,140493.53
2818,129798.83
2819,161931.1
2820,127857.25
2821,99169.27
2822,203284.42
2823,264035.34
2824,171488.84
2825,161541.38
2826,132335.08
2827,140789.56
2828,230059.23
2829,188516.3
2830,235288.4
2831,180958.03
2832,226673.88
2833,310362.0
2834,212562.3
2835,217527.73
2836,186378.25
2837,158787.92
2838,146677.55
2839,186035.9
2840,196434.62
2841,201757.31
2842,219632.19
2843,154230.66
2844,149881.72
2845,121902.086
2846,209818.05
2847,202860.56
2848,231419.53
2849,209159.22
2850,282956.97
2851,238280.38
2852,225168.86
2853,231290.02
2854,142042.72
2855,208537.7
2856,202268.89
2857,182589.16
2858,194505.42
2859,136402.44
2860,127407.18
2861,123423.26
2862,194410.77
2863,121356.49
2864,263381.9
2865,138406.02
2866,130396.664
2867,100230.984
2868,109685.945
2869,111529.44
2870,138396.36
2871,92963.02
2872,53284.66
2873,104700.78
2874,142482.27
2875,111770.75
2876,152252.97
2877,142627.11
2878,175476.64
2879,135682.56
2880,97282.32
2881,149804.62
2882,171663.7
2883,181386.08
2884,184819.16
2885,209696.64
2886,220239.88
2887,99109.484
2888,128592.76
2889,53812.484
2890,89035.734
2891,124235.1
2892,42428.84
2893,101964.16
2894,39121.516
2895,343111.53
2896,268181.7
2897,216713.73
2898,148680.69
2899,224362.58
2900,163094.23
2901,217357.86
2902,186891.23
2903,365909.9
2904,346257.47
2905,97168.17
2906,203727.4
2907,113301.2
2908,136197.97
2909,138772.56
2910,81209.52
2911,79786.14
2912,152112.5
2913,85897.39
2914,79020.63
2915,85080.34
2916,80086.805
2917,156729.44
2918,113836.96
2919,215994.25
